Position,Artist Name,Song Name,Days,Peak Position,Total Streams
6457,Ellie Goulding ,Army,11,89,1061415
6458,Chance the Rapper ,Sun Come Down,4,83,1060411
6459,The Lumineers ,BRIGHTSIDE,3,39,1059011
6460,Dreamville ,Self Love,4,78,1058760
6461,Cash Cash ,Finest Hour,5,175,1057403
6462,G,Eazy  Everything Will Be OK,8,94,1057166
6463,Dua Lipa ,Good In Bed,4,93,1056825
6464,Jack Harlow ,State Fair,3,60,1056690
6465,Jack Johnson ,Better Together,5,101,1056317
6466,Vince Guaraldi Trio ,Christmas Time Is Here  Instrumental,3,120,1055348
6467,NAV ,My Business,3,40,1055319
6468,Shawn Mendes ,Ruin,7,130,1054881
6469,Migos ,Light It Up,3,66,1054711
6470,BLACKPINK ,Yeah Yeah Yeah,3,39,1054526
6471,Logic ,America,4,89,1054179
6472,Polo G ,Through Da Storm,5,177,1053593
6473,Bon Iver ,8 (circle),7,121,1053528
6474,NF ,TRUST,4,93,1053179
6475,A Tribe Called Quest ,Conrad Tokyo,6,104,1052965
6476,Ski Mask The Slump God ,So High,3,73,1052546
6477,Alesso ,Chasing Stars,4,70,1052083
6478,Ozuna ,Ibiza,4,98,1050372
6479,G,Eazy  What If,8,99,1049699
6480,Tyga ,Bop,4,113,1047497
6481,Mumford & Sons ,Guiding Light,4,72,1047462
6482,Run–D.M.C. ,Christmas In Hollis,3,149,1046465
6483,A$AP Rocky ,Hun43rd,3,67,1046461
6484,Polo G ,Fame & Riches,3,61,1046057
6485,$uicideboy$ ,"No Matter Which Direction I'm Going In, I Never Chase These Hoes",4,99,1045650
6486,SZA ,Supermodel,5,124,1045370
6487,AronChupa ,I'm an Albatraoz,16,120,1045285
6488,HSM ,Purpose,4,93,1044541
6489,Ariana Grande ,Leave Me Lonely,7,126,1044345
6490,Rich The Kid ,Mo Paper,4,107,1044093
6491,Future ,Call the Coroner,3,61,1043555
6492,Lil Yachty ,MICKEY,4,82,1043284
6493,AJR ,3 O'Clock Things,4,72,1043107
6494,Lady Gaga ,John Wayne,7,100,1043008
6495,Frank Sinatra ,Silent Night  Remastered,3,157,1042271
6496,Steve Aoki ,All Night,5,112,1041886
6497,Future ,Unicorn Purp,3,58,1041125
6498,Cordae ,Super,4,81,1040908
6499,Imagine Dragons ,I’ll Make It Up To You,5,87,1040611
6500,NF ,Nate,4,96,1039735
6501,Future ,Testify,5,102,1039240
6502,NAV ,Saint Laurenttt,3,44,1038799
6503,Lil Baby ,Okay,4,84,1038670
6504,$uicideboy$ ,"If SelfDestruction Was an Olympic Event, I’d Be Tonya Harding",4,59,1038653
6505,Future ,Faceshot,3,62,1038385
6506,Nas ,Adam and Eve,3,59,1038376
6507,ILOVEMAKONNEN ,Tuesday,19,123,1037302
6508,Ozuna ,Aura,4,104,1036630
6509,Alicia Keys ,In Common,7,69,1035563
6510,Trippie Redd ,Be Yourself,3,32,1034968
6511,Justin Timberlake ,SexyBack,9,134,1034949
6512,Future ,Blow a Bag,10,80,1034429
6513,SNBRN ,Raindrops,13,102,1034241
6514,Lil Yachty ,COUNT ME IN,4,81,1033725
6515,A$AP Rocky ,Pharsyde,8,52,1032871
6516,Joey Bada$$ ,ROCKABYE BABY,5,99,1032696
6517,Aminé ,Spice Girl,6,139,1031727
6518,J Balvin ,CUIDAO POR AHÍ,3,47,1031129
6519,Childish Gambino ,Baby Boy,4,56,1030993
6520,Ariana Grande ,Bad Decisions,7,128,1030776
6521,Bass Santana ,Make Eem Run!,3,73,1030372
6522,Young Thug ,Jumped Out the Window,4,92,1029410
6523,Coleman Hell ,2 Heads,13,142,1029378
6524,Kodak Black ,Pimpin Ain't Eazy,4,155,1029079
6525,A Boogie Wit da Hoodie ,B.R.O. (Better Ride Out),3,91,1029028
6526,Belly ,Maintain,5,144,1028571
6527,Future ,Rockstar Chainz,3,36,1028348
6528,Linkin Park ,Crawling,4,57,1027829
6529,Megan Thee Stallion ,Freaky Girls,3,48,1026874
6530,DJ Scheme ,Buck 50,4,97,1026238
6531,Childish Gambino ,Riot,4,52,1025606
6532,Sia ,Satisfied,6,70,1025577
6533,Nicki Minaj ,Starships,3,46,1024954
6534,Kendrick Lamar ,untitled 01 | 08.19.2014.,6,48,1024205
6535,Daniel Caesar ,CYANIDE,4,93,1023472
6536,K/DA ,THE BADDEST,4,92,1022602
6537,David Bowie ,Let's Dance  1999 Remaster,4,19,1022431
6538,Bing Crosby ,Let's Start The New Year Off Right,3,89,1021756
6539,Lana Del Rey ,Happiness is a butterfly,4,130,1020556
6540,NF ,Only,4,120,1019781
6541,Cole Swindell ,You Should Be Here,9,179,1019367
6542,Ariana Grande ,December,8,94,1019207
6543,Lil Uzi Vert ,Skir Skirr,5,121,1017714
6544,Big Sean ,Savage Time (& Metro Boomin),4,88,1017576
6545,Logic ,Heard Em Say,3,72,1017058
6546,Anne,Marie  Birthday,4,114,1016818
6547,Bruno Mars ,Just the Way You Are,12,90,1016697
6548,Meek Mill ,Offended,7,92,1015737
6549,Young Thug ,Circle of Bosses,4,95,1013930
6550,Taylor Swift ,Love Story,4,55,1013743
6551,Summer Walker ,Body,4,111,1012613
6552,Lil Wayne ,Clap For Em,3,72,1011351
6553,Hozier ,Angel of Small Death and the Codeine Scene,17,164,1011296
6554,NAV ,Dead Shot,3,48,1009486
6555,Future ,She Never Been To Pluto,3,38,1009314
6556,J. Cole ,Note to Self,11,59,1008586
6557,NAV ,Run It Up,3,48,1007835
6558,Trippie Redd ,Til The End of Time,3,51,1007034
6559,Nas ,Bonjour,3,53,1006974
6560,Bing Crosby ,Frosty The Snowman,2,105,1006786
6561,Jameson Rodgers ,Some Girls,5,178,1006120
6562,Meek Mill ,Believe,3,52,1004296
6563,Sam Smith ,The Lighthouse Keeper,2,120,1004274
6564,Ariana Grande ,My Everything,8,37,1004139
6565,DJ Khaled ,NO SECRET,2,20,1003373
6566,NF ,Returns,4,109,1003081
6567,NF ,DRIFTING,4,113,1002763
6568,Bryson Tiller ,You Got It,4,72,1000563
6569,Ariana Grande ,Touch It,7,135,1000250
6570,Juice WRLD ,Scared Of Love,3,81,997830
6571,Imagine Dragons ,Rise Up,5,112,997546
6572,Quality Control ,Intro,4,125,995782
6573,Roddy Ricch ,Stop Breathing,4,118,994762
6574,Future ,No Issue,3,70,994632
6575,$uicideboy$ ,5 Grand at 8 to 1,4,76,994271
6576,Lil Wayne ,Trust Nobody (ft. Adam Levine),3,85,994108
6577,21 Savage ,Money Convo,5,114,993664
6578,Wale ,Routine,4,95,993246
6579,42 Dugg ,Maybach,4,120,992656
6580,Lil Nas X ,Bring U Down,3,48,991565
6581,A Tribe Called Quest ,Solid Wall of Sound,6,112,991537
6582,Summer Walker ,Closure,3,45,989420
6583,Trippie Redd ,Vibes,3,47,987408
6584,Oda Kirkwood ,Blurred Lines,3,40,985649
6585,Usher ,Crash,7,107,984726
6586,Pentatonix ,"O Come, All Ye Faithful",5,120,984593
6587,21 Savage ,7 Min Freestyle,5,116,984186
6588,BLACKPINK ,The Happiest Girl,3,52,983971
6589,Migos ,Roadrunner,3,78,982764
6590,David Bowie ,Life On Mars?  1999 Remastered Version,4,29,982597
6591,One Direction ,Story of My Life,12,61,981540
6592,BROCKHAMPTON ,COUNT ON ME,3,53,981443
6593,Pop Smoke ,Welcome To The Party,3,76,979598
6594,Roy Woods ,Instinct,6,188,979411
6595,Sam Hunt ,2016,3,41,979094
6596,Halsey ,clementine,3,110,978609
6597,Twenty One Pilots ,Doubt,10,75,978387
6598,Yo Gotti ,They Like,6,149,978318
6599,Hotboii ,Nobody Special,4,102,977903
6600,Maggie Rogers ,Alaska,7,125,977640
6601,Juice WRLD ,I'll Be Fine,3,87,976645
6602,Selena Gomez ,Let Me Get Me,3,66,976239
6603,Juice WRLD ,Candles,3,85,975969
6604,Marshmello ,Proud,4,97,975444
6605,Tyga ,Legendary,4,145,975425
6606,Childish Gambino ,Stand Tall,4,62,973981
6607,Lil Pump ,Iced Out,4,110,973317
6608,Lou Monte ,Dominick The Donkey (The Italian Christmas Donkey) [With Joe Reisman's Orchestra and Chorus],3,66,972418
6609,Melanie Martinez ,The Principal,4,134,972134
6610,Hozier ,Like Real People Do,17,122,971979
6611,Fifth Harmony ,Write On Me,7,78,971745
6612,Polo G ,Wishing For A Hero,4,134,971703
6613,Johnny Mathis ,It's Beginning to Look Like Christmas,2,110,971412
6614,Nicki Minaj ,All Things Go,13,70,971326
6615,SZA ,2AM,3,78,971220
6616,TLC ,No Scrubs,8,116,970474
6617,Future ,Fly Shit Only,8,116,969504
6618,Young Thug ,Icey,4,109,969373
6619,Moneybagg Yo ,GO!,4,108,968909
6620,Miguel ,Come Through and Chill,4,96,968314
6621,Taylor Swift ,Bad Blood,5,122,968043
6622,A Tribe Called Quest ,Dis Generation,6,115,967894
6623,$uicideboy$ ,Sorry for the Delay,2,71,967649
6624,Future ,Stick to the Models,3,79,966447
6625,Wiz Khalifa ,Elevated,7,65,966116
6626,Labrinth ,I'm Tired,3,62,965809
6627,Don Toliver ,XSCAPE,3,33,965645
6628,The Beatles ,Here Comes The Sun  Remastered 2009,3,76,965388
6629,Van Halen ,Jump  2015 Remaster,3,41,962927
6630,NLE Choppa ,I.Y.B.,4,134,962574
6631,2 Chainz ,Realize,5,133,962528
6632,Post Malone ,Leave,6,163,960943
6633,Van Halen ,Runnin' with the Devil  2015 Remaster,3,38,960529
6634,Brett Eldredge ,Christmas Time Is Here,3,178,960367
6635,Beyoncé ,Sandcastles,3,70,960188
6636,Eminem ,Chloraseptic,4,92,959917
6637,Future ,Hallucinating,5,136,959704
6638,YoungBoy Never Broke Again ,Bad Morning,3,40,959413
6639,Panic! At The Disco ,Impossible Year,8,119,959316
6640,Kane Brown ,Cool Again,4,81,958517
6641,Trippie Redd ,U Deserve It,3,56,957128
6642,Michael Ray ,Kiss You In The Morning,12,157,956713
6643,The Beatles ,Hey Jude  Remastered 2015,7,65,956614
6644,Trippie Redd ,I Try,3,45,955301
6645,Bon Iver ,22 (OVER S∞∞N),6,110,954598
6646,Juice WRLD ,Rich And Blind,3,98,954242
6647,BTS ,So What,4,132,953890
6648,Travis Scott ,Pray 4 Love,9,77,953061
6649,Lil Yachty ,Harley,5,146,952942
6650,Hannah Kerr ,Winter Wonderland,3,172,952548
6651,The Kid LAROI ,NOT FAIR,4,142,952022
6652,Van Halen ,Panama  2015 Remaster,3,40,951977
6653,Electric Light Orchestra ,Mr. Blue Sky,5,150,951478
6654,The Lumineers ,Sleep On The Floor,7,107,951437
6655,Luke Combs ,New Every Day,3,58,950117
6656,Jessie Murph ,Pray,4,135,950044
6657,Lil Uzi Vert ,CIGARETTE,4,102,949390
6658,Big Sean ,Deep,10,67,948444
6659,Zendaya ,Something New,9,159,948199
6660,Lil Pump ,Ok,5,134,945891
6661,Wiz Khalifa ,Cowboy,7,100,945600
6662,Shaggy ,It Wasn't Me,6,106,944191
6663,Fuerza Regida ,Bebe Dame,3,72,943686
6664,La La Land Cast ,Another Day Of Sun,6,144,943206
6665,DJ Khaled ,Iced Out My Arms,4,58,942873
6666,Nat King Cole ,O Little Town Of Bethlehem,2,107,941874
6667,$uicideboy$ ,BUCKHEAD,2,77,941683
6668,Theophilus London ,Can't Stop,15,112,940636
6669,Quavo ,Nothing Changed,3,82,939743
6670,Jordan Smith ,GrownUp Christmas List,3,187,939299
6671,Kalin and Myles ,Trampoline,13,137,937874
6672,Miike Snow ,Genghis Khan,8,142,937288
6673,Ariana Grande ,Sometimes,7,143,936484
6674,Sabrina Carpenter ,because i liked a boy,4,137,935583
6675,Lady Gaga ,Bad Romance,4,87,935170
6676,Arctic Monkeys ,There’d Better Be A Mirrorball,3,75,934873
6677,David Guetta ,Titanium,7,85,934755
6678,The Beatles ,Yesterday  Remastered,7,85,934187
6679,Fiona Apple ,I Want You To Love Me,3,65,933944
6680,Blueface ,Bussin,4,124,933608
6681,Brittany Howard ,Stay High  Childish Gambino Version,3,47,932878
6682,iSHi ,Push It,11,102,932793
6683,Quavo ,CHAMPAGNE ROSÉ,3,60,932334
6684,Yeat ,3G,3,32,932273
6685,Ski Mask The Slump God ,Reborn To Rebel,3,120,930922
6686,Big Sean ,"Win Some, Lose Some",9,63,930483
6687,Eminem ,Zeus,3,124,930402
6688,Shakira ,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],3,58,928604
6689,J Balvin ,ODIO,3,64,928124
6690,Juice WRLD ,Juice WRLD Speaks 2,2,46,928035
6691,NLE Choppa ,Too Hot,4,124,927573
6692,Justin Timberlake ,Sauce,3,62,927423
6693,BLACKPINK ,Tally,3,62,926116
6694,Migos ,Top Down On Da NAWF,3,73,925999
6695,Childish Gambino ,19.1,3,70,925164
6696,Trippie Redd ,Kid That Kidd,3,76,924620
6697,Sasha Alex Sloan ,when was it over?,4,83,924347
6698,Juice WRLD ,Juice WRLD Speaks,2,45,921057
6699,BTS ,dimple,4,113,920484
6700,City Girls ,Jobs,4,111,920041
6701,Ski Mask The Slump God ,Adults Swim,3,136,918104
6702,Tom Petty and the Heartbreakers ,Breakdown,3,45,917978
6703,G,Eazy  Pray For Me,4,150,917383
6704,Mason Ramsey ,Before I Knew It,4,145,916748
6705,Lana Del Rey ,Music To Watch Boys To,7,79,916614
6706,Machine Gun Kelly ,more than life,3,75,916254
6707,Big Gigantic ,All of Me,7,173,915094
6708,Foudeqush ,Con La Brisa,3,111,914742
6709,Lil Baby ,Man of my Word,3,60,914293
6710,David Bowie ,Lazarus,4,31,913716
6711,Luke Combs ,Every Little Bit Helps,3,64,913158
6712,Luke Combs ,Dear Today,3,70,913056
6713,Rae Sremmurd ,Buckets,2,45,912408
6714,One Direction ,Clouds,13,70,912222
6715,Luke Combs ,"Going, Going, Gone",3,108,911259
6716,Bill Withers ,Ain't No Sunshine,3,63,910716
6717,Kygo ,The Truth,3,90,910448
6718,Trippie Redd ,Throw It Away,3,55,909717
6719,Mother Mother ,Hayloft II,4,152,909222
6720,Rich The Kid ,Plug Walk,4,158,908141
6721,Lana Del Rey ,Beautiful People Beautiful Problems,4,80,908097
6722,NAV ,Recap,3,66,906882
6723,A$AP Rocky ,Brotha Man,2,54,906640
6724,Lil Uzi Vert ,Space Cadet,3,39,905636
6725,Internet Money ,Flossin’,3,55,904916
6726,A Boogie Wit da Hoodie ,Come Closer,3,129,904810
6727,Playboi Carti ,JumpOutTheHouse,2,97,904440
6728,Alabama Shakes ,Don't Wanna Fight,10,94,903482
6729,Young Thug ,Gang Up,5,166,902538
6730,Justin Bieber ,Backpack,14,112,902538
6731,Nicki Minaj ,The Crying Game,13,98,902518
6732,Chad Focus ,Get to the Money,5,134,900933
6733,The Beatles ,Come Together  Remastered,4,35,900820
6734,Rick Ross ,Dead Presidents,5,140,899688
6735,Kehlani ,Feels,3,91,899398
6736,G,Eazy  But A Dream,4,154,899011
6737,Edward Sharpe & The Magnetic Zeros ,Home,12,165,898347
6738,One Direction ,Spaces,13,72,898344
6739,Lil Pump ,Crazy,4,82,898203
6740,Maroon 5 ,Lost,3,86,897076
6741,Drake ,Jodeci Freestyle,2,38,896821
6742,Drakeo the Ruler ,Talk To Me,3,51,895816
6743,Future ,Real Sisters,9,92,895346
6744,Mumford & Sons ,BroadShouldered Beasts,8,62,895272
6745,Summer Walker ,Something Real,3,77,894946
6746,Miranda Lambert ,Bluebird,4,164,894836
6747,Future ,RED LIGHT,3,73,893285
6748,AWOLNATION ,I'm On Fire,12,113,893140
6749,BTS ,Intro: Serendipity,4,119,892805
6750,MGMT ,Little Dark Age,4,130,891987
6751,Machine Gun Kelly ,twin flame,3,67,891801
6752,KIDS SEE GHOSTS ,Feel The Love,2,30,890235
6753,Edward Sharpe & The Magnetic Zeros ,Home  2019  Remaster,3,61,890183
6754,Lana Del Rey ,White Mustang,4,115,889957
6755,Future ,Real Love,4,96,889885
6756,Gunna ,Yao Ming,3,92,889688
6757,Lin,"Manuel Miranda  Aaron Burr, Sir",4,173,889218
6758,One Direction ,Act My Age,13,76,887583
6759,Itzyungbaby ,Feelins,3,143,887457
6760,j,hope  Arson,3,54,887355
6761,Eminem ,Black Magic,2,56,887305
6762,6ix9ine ,WONDO,2,48,885562
6763,Trippie Redd ,How You Feel,3,78,885419
6764,Lil Yachty ,Flex Up,3,74,885227
6765,ZAYN ,rEaR vIeW,6,79,883607
6766,Arctic Monkeys ,Four Out Of Five,3,68,882432
6767,Trippie Redd ,Oomps Revenge,3,75,882149
6768,George Michael ,Careless Whisper,4,53,879063
6769,J Balvin ,COMO UN BEBÉ,3,71,878836
6770,Afrojack ,SummerThing!,10,128,878324
6771,A Boogie Wit da Hoodie ,Vroom Vroom,3,91,876904
6772,BTS ,Pied Piper,4,126,876050
6773,Aretha Franklin ,I Say a Little Prayer,2,44,875998
6774,YNW Melly ,Best Friends 4L,4,143,875712
6775,Future ,DOH DOH,3,78,874481
6776,G,Eazy  Sad Boy,7,102,874220
6777,Lady Gaga ,Dancin' In Circles,6,107,874173
6778,Chedda Da Connect ,Flicka Da Wrist,12,157,874093
6779,XXXTENTACION ,Looking for a Star,3,83,873942
6780,Camila Cabello ,Inside Out,4,115,873934
6781,YG ,TOO COCKY,3,87,873402
6782,Offset ,North Star,3,104,873005
6783,Selena Gomez ,Revival,7,64,872354
6784,Sebastian Yatra ,Pareja Del Año,4,197,872269
6785,Lil Baby ,My Jeans (Lil Baby & Gunna feat. Young Thug),2,53,871456
6786,Panic! At The Disco ,The Greatest Show,3,88,870750
6787,Rich Brian ,Gospel,4,114,870656
6788,The 7 Dimensions ,Faygo,3,107,870023
6789,Polo G ,Unapologetic,3,95,869864
6790,Lana Del Rey ,Let Me Love You Like A Woman,3,52,869680
6791,Lil Durk ,The Voice,3,94,869418
6792,Calvin Harris ,New To You,3,74,868597
6793,Romeo Santos ,Sin Fin,3,83,868369
6794,$uicideboy$ ,Champagne Face,2,99,868365
6795,Nipsey Hussle ,Victory Lap,3,79,868105
6796,Dixie ,Be Happy,4,178,867127
6797,MisterWives ,Our Own House,12,95,867033
6798,Jung Kook ,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],3,90,866620
6799,Gunna ,GIMMICK,2,37,866443
6800,XXXTENTACION ,RIP Roach,3,89,866208
6801,Logic ,Waiting Room,3,65,866207
6802,Camila Cabello ,Something's Gotta Give,4,123,865940
6803,Frank Sinatra ,The Christmas Waltz  Remastered,2,126,865838
6804,NF ,THAT'S A JOKE,3,68,865349
6805,Jnr Choi ,TO THE MOON,4,171,864655
6806,Lil Tecca ,Our Time,3,77,863776
6807,Dermot Kennedy ,Outnumbered,4,190,862888
6808,Twenty One Pilots ,Polarize,9,85,862658
6809,Run The Jewels ,holy calamafuck,3,72,862618
6810,G,Eazy  Think About You,7,108,861139
6811,Kygo ,Undeniable,3,53,860670
6812,Bankrol Hayden ,Costa Rica,4,158,858659
6813,J Balvin ,Morado,3,81,858456
6814,Tove Lo ,True Disaster,6,109,856647
6815,Michael Bublé ,Santa Baby,8,86,855895
6816,Young Stoner Life ,That Go!,3,65,855702
6817,Big Sean ,Dark Sky (Skyscrapers),8,56,855017
6818,Morgan Wallen ,Bandaid On A Bullet Hole  Bonus,3,55,854004
6819,Vince Staples ,Yeah Right,4,72,853443
6820,IU ,eight(Prod.&Feat. SUGA of BTS),3,68,853331
6821,grandson ,Blood // Water,4,154,853042
6822,Bryson Tiller ,We Both Know,3,67,852798
6823,Sublime ,Santeria,5,148,852382
6824,King Von ,Straight To It,3,63,850931
6825,Halsey ,Bells in Santa Fe,3,65,850082
6826,Aminé ,REEL IT IN,4,168,849504
6827,NLE Choppa ,Push It,3,69,849114
6828,Jake Owen ,I Was Jack (You Were Diane),4,181,847757
6829,Lil Wayne ,Stop Playin With Me,2,59,843891
6830,James Blake ,I Need A Forest Fire,6,68,843520
6831,Mumford & Sons ,There Will Be Time,6,99,842620
6832,A Boogie Wit da Hoodie ,Cinderella Story,2,69,841717
6833,JoJo ,Fuck Apologies,6,114,841325
6834,The Game ,On Me,8,116,840998
6835,A$AP Rocky ,Better Things,7,60,840892
6836,Blake Shelton ,Nobody But You (Duet with Gwen Stefani),4,154,839774
6837,Logic ,City Of Stars,7,114,839321
6838,Carrie Underwood ,Smoke Break,9,138,838464
6839,Fetty Wap ,Like A Star,5,158,837928
6840,Run The Jewels ,walking in the snow,3,73,837193
6841,Brett Eldredge ,Somethin' I'm Good At,5,156,836278
6842,Taylor Swift ,it’s time to go  bonus track,3,84,835724
6843,LÉON ,Tired of Talking,7,79,835587
6844,Nipsey Hussle ,Blue Laces 2,3,89,835359
6845,Enrique Iglesias ,SUBEME LA RADIO,5,191,835035
6846,Denzel Curry ,RICKY,3,108,834052
6847,Lil Baby ,Lying,3,78,833322
6848,Moneybagg Yo ,Wockesha,3,77,833028
6849,5 Seconds of Summer ,Valentine,3,69,832468
6850,Huncho Jack ,Best Man,2,55,832129
6851,Meek Mill ,The Difference,6,135,832083
6852,Chance the Rapper ,Favorite Song,3,90,832043
6853,Big Sean ,Lucky Me,2,36,830308
6854,Isaiah Rashad ,Claymore,3,71,830071
6855,Lil Baby ,Anyway,2,71,829539
6856,Seth MacFarlane ,"Baby, It's Cold Outside",6,51,829213
6857,David Guetta ,Thing For You (With Martin Solveig),3,90,828679
6858,Bad Bunny ,EN CASITA,3,66,828052
6859,Ski Mask The Slump God ,Save Me Pt 2,3,164,827994
6860,Ty Dolla $ign ,Don't Sleep On Me,4,130,827634
6861,Logic ,Upgrade,7,109,826936
6862,George Ezra ,Shotgun,4,191,826785
6863,Nicki Minaj ,Want Some More,12,99,826545
6864,Playboi Carti ,Meh,2,125,826353
6865,Nicki Minaj ,Buy A Heart,12,104,826179
6866,Nas ,Rare,3,60,825360
6867,NAV ,No Debate,2,41,825130
6868,Pop Smoke ,What’s Crackin,2,51,824441
6869,blackbear ,queen of broken hearts,3,100,824373
6870,Lil Skies ,Ok 4 Now,3,125,823969
6871,Nas ,Simple Things,3,85,822621
6872,Slipknot ,Unsainted,3,112,822507
6873,Anuel AA ,Bandido,3,103,822476
6874,Bee Gees ,More Than A Woman,4,162,822111
6875,BROCKHAMPTON ,ST. PERCY,3,81,821075
6876,Trippie Redd ,Lil Wayne,3,78,820986
6877,Future ,Undefeated,3,110,820576
6878,David Bowie ,Ziggy Stardust  2012 Remastered Version,4,34,820340
6879,John Denver ,"Take Me Home, Country Roads",3,84,819776
6880,Twenty One Pilots ,Redecorate,3,97,819769
6881,Shakin' Stevens ,Merry Christmas Everyone  Remastered,2,101,818379
6882,Linkin Park ,Papercut,3,66,817527
6883,Imagine Dragons ,Next To Me,3,75,816877
6884,Beyoncé ,Crazy In Love,9,107,815363
6885,Bryson Tiller ,Timeless Interlude,2,56,815107
6886,Halsey ,Alone,4,94,814572
6887,Commodores ,Easy,3,98,814411
6888,Ludacris ,Good Lovin,9,97,814002
6889,Mumford & Sons ,Only Love,7,60,813488
6890,Shawn Mendes ,Because I Had You,3,108,813130
6891,Alan Walker ,Darkside,4,169,812726
6892,New Politics ,Everywhere I Go (Kings and Queens),13,104,812331
6893,David Bowie ,Blackstar,4,33,810351
6894,Lovejoy ,Sex Sells,3,82,810250
6895,Polo G ,Losses,2,65,809814
6896,Logic ,Dark Place,2,67,809735
6897,Childish Gambino ,zero point zero,2,43,809732
6898,Pusha T ,Brambleton,2,23,809459
6899,Halsey ,Easier than Lying,3,72,808231
6900,Future ,Last Name,3,101,807584
6901,BROCKHAMPTON ,IF YOU PRAY RIGHT,3,94,807579
6902,Eslabon Armado ,DOS MORRITAS,2,58,807346
6903,BTS ,Born Singer,2,38,807290
6904,Luke Combs ,My Kinda Folk,2,34,807116
6905,Eminem ,Alfred’s Theme,2,70,806983
6906,NLE Choppa ,100 Shots,3,148,805910
6907,One Direction ,What Makes You Beautiful,2,27,805896
6908,$uicideboy$ ,The Serpent and the Rainbow,2,110,805802
6909,Summer Walker ,Over It,3,90,804326
6910,Ariana Grande ,Thinking Bout You,6,147,804123
6911,Future ,When I Was Broke,4,104,803038
6912,Kygo ,Carry Me,6,140,802160
6913,Charlie Puth ,How Long,2,55,801879
6914,Gryffin ,Feel Good,4,135,801594
6915,NF ,LAYERS,3,100,801395
6916,A$AP Rocky ,West Side Highway,7,62,801386
6917,David Bowie ,Changes  1999 Remastered Version,4,38,801214
6918,Prince ,Stare,4,51,801179
6919,Linkin Park ,Somewhere I Belong,3,67,801056
6920,Meek Mill ,GTA,3,112,800871
6921,Baby Keem ,16,3,139,800594
6922,Fireboy DML ,Peru,4,173,800094
6923,AC/DC ,You Shook Me All Night Long,4,135,798705
6924,Whitney Houston ,I Wanna Dance with Somebody (Who Loves Me),3,57,798015
6925,Lil Uzi Vert ,Lullaby,2,39,797465
6926,Joji ,ATTENTION,3,94,797449
6927,Halsey ,Lilith,3,76,796522
6928,Bryson Tiller ,In Check,3,78,796469
6929,Future ,Up the River,2,54,796436
6930,Gunna ,FEIGNING,2,46,796300
6931,Baby Keem ,bank account,2,53,795960
6932,DaBaby ,HIT,3,89,795455
6933,Lil Baby ,Waterfall Flow,2,51,795226
6934,Yeat ,Big tonka,2,22,794289
6935,Pop Smoke ,Top Shotta,2,53,793816
6936,Quavo ,SHINE,2,49,793723
6937,Calvin Harris ,We Found Love,10,168,793648
6938,Thomas Rhett ,Slow Down Summer,3,86,793238
6939,Mumford & Sons ,Cold Arms,7,67,793165
6940,Lil Tjay ,Ice Cold,3,110,793150
6941,Mitski ,Nobody,4,184,793059
6942,Bon Iver ,Skinny Love,10,131,792797
6943,Lil Baby ,Section 8,2,75,792480
6944,Summer Walker ,Drunk Dialing...LODT,3,109,791909
6945,Rod Wave ,Tombstone,2,44,791036
6946,Baka Not Nice ,Live Up to My Name,4,138,790157
6947,Playboi Carti ,No Sl33p,2,126,790076
6948,Justin Timberlake ,Wave,3,85,789153
6949,Big Sean ,Body Language,2,43,788123
6950,Linkin Park ,Faint,3,65,787907
6951,Aaliyah ,Poison,2,55,787806
6952,Mumford & Sons ,Ditmas,7,71,787057
6953,Fall Out Boy ,Jet Pack Blues,10,80,787030
6954,Taylor Swift ,the lakes (bonus track),3,109,786927
6955,Lil Baby ,Seals Pills (Lil Baby & Gunna),2,66,786668
6956,Logic ,A2Z,2,70,786518
6957,Shakira ,Me Gusta,3,122,786206
6958,A$AP Rocky ,Back Home,7,66,785553
6959,Roddy Ricch ,hibachi,2,63,784921
6960,Anuel AA ,Antes,3,86,784268
6961,City Girls ,JT First Day Out,3,114,784000
6962,Sarah Connor ,Ring Out The Bells,2,149,783909
6963,Coldplay ,Paradise,9,55,783678
6964,NAV ,One Time,2,47,783108
6965,Imagine Dragons ,Polaroid,8,68,782718
6966,Pop Smoke ,Mr. Jones,2,58,781675
6967,DDG ,Elon Musk,3,121,780818
6968,Brent Faiyaz ,SKIT: EGOMANIAC,2,36,779170
